[날씨] 전국 아침 최저기온 영하권…미세먼지 '보통',21일 전국의 아침 최저기온이 영하 4도~8도로 뚝 떨어지며 추워집니다.아침에는 경기 남부와 강원 영서 제주 지역 등에 비가 오는데 일부 지역에서는 비가 올 겨울 첫 눈으로 바뀔 것으로 보입니다.21일 전국의 초미세먼지 농도는 '보통' 수준이겠습니다.백민경(.@..)  . . . 무단 전재 및 재배포 금지
"한 경기 100점은 기본?…""NBA에 수비가 사라졌다""","[앵커]농구에서 한경기 100점을 넣고도 이기지 못한다면 어떨까요. 올시즌 미국프로농구 가 그렇습니다. 역사상 가장 많은 득점이 쏟아지고 있는데 농구팬들은 마냥 박수만 보내지는 않고있습니다.온누리 기자입니다. [기자]빠르게 달려와 곧바로 쏜 3점슛 그리고 쏟아지는 환호.올해 를 가장 잘 설명하는 장면입니다.는 득점이 너무 많습니다.올시즌 의 한경기 팀별 평균득점은 110점.이런 고득점은 역사상 유례가 없습니다.이기기 위해서는 110점 이상이 필요하다는 얘기인데 레이커스는 142점을 넣고 진 적도 있습니다.개막한 지 1달여만에 이미 1경기 50점 이상 득점자가 6명 40점 이상 득점자는 22명이 나왔습니다.잘 지켜서 이기기보다 잘 넣어서 이기는 쪽으로 경기 전략이 바뀐 것입니다.커리가 이끄는 골든스테이트의 성공사례속에 3점슛 시도가 부쩍 늘었고 올시즌부터 공격 리바운드 뒤 공격 시간을 10초 줄여 공격의 속도는 더 빨라졌습니다.빠르고 화려한 슛이 터지면서 팬들은 눈을 뗄 수 없게 됐지만 한편에서는 끈끈한 수비와 그 수비를 뚫어낸 기막힌 골을 아쉬워하기도 합니다.궂은 수비를 마다하고 모두가 슛만 쏘다 보니 팀마다 농구 색깔이 비슷해졌다는 것입니다.보스턴의 카이리 어빙은 ""에 수비가 사라졌다""며 최근 다득점 풍조를 비판하기도 했습니다.(* 저작권 이슈로 영상을 서비스하지 않는 기사입니다.)온누리(3@..) [영상편집: 김동훈]  . . . 무단 전재 및 재배포 금지"
[팩트체크] 태양광 패널은 중금속 범벅?…괴담 살펴보니,[앵커]팩트체크 오늘(20일)은 태양광 패널 가짜뉴스를 총정리했습니다. 대체에너지로 주목받으면서 산업용뿐만 아니라 가정용 패널도 늘어나는 추세입니다. 그런데 온라인에서 극단적인 정보들이 유통되고 있습니다. 태양광 패널이 설치된 특정 지역의 농산물을 먹으면 병에 걸린다는 괴담까지 퍼졌습니다. 팩트체크팀은 이런 정보들이 얼마나 또 어떻게 확산돼 있는지를 파악했습니다.오대영 기자 시작해 볼까요? [기자]첫 번째는 태양광 패널이 중금속 범벅이라는 올해 초부터 확산된 주장입니다.한번 들어보시죠.[유튜브 채널 '김정민의 자연사 박물관' (2월 19일) : 카드뮴 납 이런 것들이 온 땅에 퍼지는데 지금 어떻게 보면 전라도 땅은 이제 죽음의 땅이 된 거죠. 전라도는 다 깔았잖아. 그러니까 전라도 농산물 먹으면 여러분 이타이이타이병 걸립니다.]한국에너지기술연구원에 따르면 우리나라에서 쓰이는 태양광 패널은 결정질 실리콘 재질입니다.유리 76% 폴리머 10% 알루미늄 8% 실리콘 5% 구리 1% 등으로 돼 있습니다.이밖에 은 주석 납은 유해 기준에 크게 미치지 않는 극미량이 들어 있습니다.중금속이 다량 포함된 패널은 카드뮴 텔루라이드 재질인데 한국에는 들어오지 않습니다.[앵커]이것은 불안감을 조장할 뿐 아니라 특정 지역에 대한 부정적인 인식까지 확산시키는 그런 가짜뉴스인 것 같은데 다음도 좀 볼까요?[기자]'패널 세정용 약품이 굉장히 독성이 강하다라'는 상당히 오래된 주장입니다.한번 들어보시죠.[유튜브 채널 '엄마방송' (4월 2일) : 약품을 씁니다 약품. 그 약품이 굉장히 독한 약품이에요. 크롬 카드뮴 이런 것들이에요. 그게 땅으로 떨어져서 땅에 중금속이 쌓이는 겁니다 그 안에. 그래서 원래 태양광은 죽은 땅에 설치하는 겁니다.]태양광 패널은 세제를 쓰지 말라는 것이 와 미국에서 강조하는 가이드라인입니다.패널 기능이 떨어질 수 있고 빗물만으로 이물질이 쉽게 제거가 되기 때문입니다.[앵커]그러면 태양광 패널을 씻는 세정제는 아예 없습니까?[기자]있기는 있습니다.국내에 공식 판매되는 것이 크게 세 가지 종류인데 저희가 다 확인을 해 봤습니다.모두 7.0 안팎의 중성세제입니다.유럽연합 또는 미국 직업안전보건국에서 무해성 인증을 받았습니다.중금속 성분은 없습니다.[앵커]그리고 또 일각에서는 전자파가 엄청나게 나온다 그래서 주변에 사는 사람들에게 안 좋은 영향을 준다라는 이런 주장들도 있던데요?[기자]그런 내용도 많이 퍼져 있는데요.역시 사실로 보기 어렵습니다.생활 가전보다 오히려 전자파가 적게 나왔습니다.국립전파연구원의 연구 결과를 보시죠.태양광 인버터에서는 7.6가 나왔습니다.휴대용 안마기 110 전기오븐 56 전자레인지 29 전기장판 5 정도였습니다.또 2011년 건국대 산학협력단이 태양광 발전소 옆에서 직접 측정한 전자파도 기준의 8분의 1 수준이었습니다.[앵커]그러면 이런 정보들이 어디에서 시작이 됐고 또 어떻게 퍼진 것인지 확인을 했습니까?[기자]일단 저희가 거슬러 올라가 보니 지난해 국정감사 때 비슷한 발언이 있었습니다.들어보겠습니다.[최연혜/자유한국당 의원 (지난해 10월 12일) : 이 패널이 납도 들어 있고 또 여기에 카드뮴 텔루라이드 이런 게 있어서 유독성 화학물질이 범벅이 되어 있다고 합니다.][기자]국정감사에서 이 발언이 나온 다음 날 한 일간지가 그대로 보도했습니다.이후에 유튜브 8개 채널이 거짓정보를 덧붙여서 확대 재생산을 했습니다.오늘까지 합계 조회수 100만 회였고 소셜미디어에서 지금도 퍼지고 있습니다.최은혜 의원실의 입장을 들어봤습니다.극소량이지만 납이 들어 있는 것은 사실이라며 위험성 여부에 대해서 앞으로 제대로 된 검증과 대비가 필요하다는 취지였다고 답을 했습니다.태양광 패널은 중요한 대체에너지로 꼽힙니다.이런 가짜뉴스가 탈원전을 반대하는 근거로 악용되는 실정입니다.[앵커]팩트체크 오대영 기자였습니다.오대영(50@..)  . . . 무단 전재 및 재배포 금지
[밀착카메라] 열어도 닫아도 문제…'옥상 문' 개방 논란,"[앵커]앞서 전해드린 인천 집단 폭행처럼 최근 옥상에서 사건 사고가 끊이지 않고 있습니다.◆ 관련 리포트""두 달 전에도 맞아"" 증언…인천 중학생 상습 폭행 정황→ 기사 바로가기 : ://...//112/11731112.현행 규정에 따르면 5층 이상의 건물은 화재에 대비해 옥상문이 항상 열려있어야 합니다. 하지만 범죄 장소로 이용되거나 투신 사고가 있을 가능성을 우려해서 문을 잠가둔 곳도 많습니다.열지도 닫지도 못하는 옥상문 무엇이 문제인지 밀착카메라 김도훈 기자가 취재했습니다. [기자]아파트 화단 시설물 위에 꽃다발이 놓여있습니다.집단 폭행 뒤 옥상에서 떨어져 숨진 중학생을 추모하는 시민들이 사고 직후 가져다 놓은 꽃다발입니다.아파트 관리사무소는 학생들이 평소 열려있는 비상 계단으로 옥상에 올라간 것으로 보고 있습니다.사고가 난 아파트 옥상입니다.옥상으로 향하는 출입문은 평소에도 이렇게 굳게 잠겨있는데요.해당 학생들은 이 건물 바로 옆 옥외 비상계단을 통해서 옥상으로 올라왔던 것으로 추정됩니다.옥상에서 물건을 던져 행인이 다치거나 범죄 투신 사고 등 건물 옥상 관련 사건사고는 끊이지 않습니다.소방법에 따라 5층 이상의 건물은 화재 등 비상시에 대비해 옥상 출입문은 항상 열려있어야 합니다.공동주택은 고층 건물일수록 옥상이 중요한 피난 시설이어서 상시 개방이 원칙입니다.취재진은 옥상 출입문이 어떻게 관리되고 있는지 5층 이상 아파트 등 10여곳을 점검해봤습니다.상시개방 원칙을 지키는 곳은 한 두 곳 뿐이었고 대부분 옥상문을 잠가두고 있습니다.자동개폐장치가 있지만 고장났거나 자물쇠를 채워놓기도 합니다.인근의 또 다른 아파트 옥상 출입문입니다.들어가는 입구는 이렇게 자물쇠로 굳게 잠겨있는데요.자세히 살펴봤더니 누군가 도구로 이 문을 강제로 열려고 했던 흔적이 그대로 남아있습니다.옥상문을 잠가두고는 열쇠를 관리사무소에서 보관하는 곳도 있습니다.[아파트 경비초소 : 옥상에 못 올라가게 잠가놨어요. 특별한 상황이 있을 때만 따고 들어가서 할 수 있게 해놨어요. (열쇠는) 관리소에 있을 거야 아마.]비상시를 대비해 꼭대기층 주민들에게 옥상문 열쇠를 나눠주는 곳도 있지만 제대로 관리가 안되기는 마찬가지 입니다.옥상층 계단에 쇠창살을 설치해 옥상 진입을 막아둔 곳도 있었습니다.화재 등 위급상황에서 문이 제때 열리지 않으면 대피 속도가 늦어져 큰 인명사고로 이어질 수 있습니다.범죄예방과 화재대피를 놓고 경찰과 소방에서 서로 다른 목소리를 내는 것도 문제라는 지적입니다.[관리사무소 관계자 : 경찰에선 닫으라 그래요. (소방에서는?) 열고. 우리는 그래서 어디에 따라야 할지 몰라요. 안 닫아놓으면 맨날 사고 나서 안 돼요.]정부가 2016년 3월 이후 신축 아파트에 대해서 옥상문 자동개폐장치 설치를 의무화 했지만 이전에 지어진 대부분의 아파트는 적용대상이 아닙니다.[정경숙/대한주택관리사협회 서울시회 소장 : 대부분 다 옥상 문을 잠그고 있는 상태예요. 관리하는 입장에서는입주민의 안전과 화재 시 위험 문제로 어려움을 겪고 있습니다.]옥상문 개폐문제를 놓고 주민들 사이 의견도 엇갈립니다.[아파트 주민 : 애들이 올라가서 그렇게 안 좋은 일이 있으니까. 닫아놔야 하는데 만약에 비상시에는 옥상 올라가야 하니까. 그게 어떻게 답을 할 수가 없네.]주민들 협의로 자동개폐기 장치를 다는 곳도 있지만 대부분 비용 부담 등을 이유로 설치율은 저조합니다.옥상 문을 잠근 것이 적발되면 과태료 200만 원 처분 대상이지만 정작 관리 감독도 이뤄지지 않고 있습니다.[소방 관계자 : 옥상을 잠가놨느냐 아니면 열어놨느냐. 이런 것을 확인하기 위해서 별도로 하는 것은 없습니다.]비상시를 위해서 이 문은 규정상 열어둬야 합니다.하지만 상당수 아파트는 잠가둡니다.범죄 예방이냐 화재 대피냐 법과 현실사이 간극을 메울 수 있는 실질적인 제도 손질이 필요해 보입니다.(인턴기자 : 박광주)김도훈(.1@..) [영상취재: 정상원 / 영상편집: 최다희]  . . . 무단 전재 및 재배포 금지"
[앵커브리핑] '살릴 수 있는 사람들이 길바닥에 내쳐지고 있다',"뉴스룸의 앵커브리핑을 시작하겠습니다.그는 사심이 가득한 사람이었습니다.""""외과 의사 이국종.그는 자신의 환자들. 즉 '살릴 수 있는 사람들이 길바닥에 내쳐지고 있다'고 했습니다.외상 환자의 대부분은 가난한 노동자이고 정책의 스포트라이트는 없는 자들을 비추지 않았으므로 그는 전쟁을 선택했습니다.""인터뷰를 할 때마다 적이 더 늘어납니다. 저만 과도하게 노출돼서 다들 싫어하지요…""그의 사심은 특정 병원이나 스스로의 욕망을 향한 것이 아니라 보다 약한 세상의 그늘 타인을 향하고 있었습니다.""사심 없이 일했습니다.""양승태 대법원의 2인자 야간고등학교를 나와 대법관이 된 신화적 인물.그의 혐의는 재판개입과 법관 사찰입니다.지금까지 밝혀진 내용에 따르면 법원은 상고법원을 도입하기 위해서 정권을 불편하게 하는 약자들의 소송을 차일피일 미뤄왔다는데…스스로의 주장대로라면 그는 개인의 사심을 채운 것은 아니었고 대법원이라는 거대 권력을 유지하기 위해서 애쓴 셈이겠죠.그의 사심 없는 대의가 문제 된 이유는 보다 약한 세상의 그늘을 외면한 채 집단의 공고함만을 위해서 쓰였기 때문은 아니었을까…""살릴 수 있는 사람들이 길바닥에 내쳐지고 있다""어떻게든 자신의 환자를 살리고 싶었던 의사는 그렇게 말했습니다.한편 '명경지수'…맑은 거울과도 같이 법관 독립을 위해서 힘썼다 주장하는 사람들.그러나 그들이 대의를 이야기하는 사이에 법이 살릴 수 있는 사람들이 길바닥에 내쳐지고 있었던 것은 아닌가…오늘의 앵커브리핑이었습니다.그리고 오늘은 오랜만에 사족을 하나 답니다.저의 고등학교 시절 한 선생님은 이렇게 말씀하셨습니다.""문과에서 제일 공부 잘하는 애들이 법대 간다.이과에서 제일 공부 잘하는 애들은 의대를 간다.질투하지 마라…걔네들은 사람의 목숨을 다루는 일을 하기 때문에 제일 공부를 잘해야 하는 거다.""◆ 관련 리포트[인터뷰] 이국종 ""한 발자국도 개선되지 않는 현실…창피하다""→ 기사 바로가기 : ://...//958/11724958.◆ 관련 리포트[영상] '사법농단 혐의' 박병대 ""법관 평생을 사심없이 일해""→ 기사 바로가기 : ://...//354/11730354.손석희(.@..)  . . . 무단 전재 및 재배포 금지"
[뉴스브리핑] '이수역 폭행' 남성 일행도 이번 주 조사,1. '이수역 폭행' 남성 일행도 이번 주 경찰 조사'이수역 폭행 사건'과 관련해 경찰이 어제(19일) 폭행 혐의로 입건된 여성 가운데 1명을 불러 조사한 데 이어서 남성들도 이번 주 안에 조사할 계획입니다. 경찰은 또 폭행이 있기 전 술집에서 여성들과 말다툼을 했던 것으로 알려진 연인과도 연락이 닿은 것으로 파악됐습니다.2. 수학여행 버스에…학교 앞 교통지도 할머니 숨져오늘 아침 8시 반 쯤 광주광역시 북구의 한 초등학교에서 교통지도를 하던 76살 김모 할머니가 관광 버스에 치여 숨졌습니다. 김 할머니는 수학 여행을 떠나는 버스 앞에서 학생들이 안전하게 횡단 보도를 건너도록 지도하다 사고를 당했습니다. 버스 기사 55살 이모 씨는 경찰 조사에서 버스 바로 앞에 있던 할머니를 미처 보지 못했다고 진술했습니다.3. 양예원 등 모델 200명 노출사진 유포 86명 적발비공개로 촬영한 여성 모델 200명의 노출 사진을 불법 음란물 사이트에 퍼뜨린 남성 86명이 경찰에 적발됐습니다. 피해 여성 모델 중에는 올해 5월 인터넷을 통해 '모델 촬영을 하던 중 성추행과 사진 유출 피해를 입었다'고 주장한 양예원 씨도 포함됐습니다.4. 성범죄·절도 등 강력범…최장 20년 택배업 제한성범죄 아동 대상 범죄 상습 강도 절도범 등 강력 범죄 전과자는 앞으로 길게는 20년동안 택배업에 종사할 수 없게 됩니다. 정부는 오늘 국무회의를 열어서 택배 서비스를 이용하는 소비자를 보호하기 위해 이같은 화물자동차 운수사업법 시행령 개정안을 의결했습니다.안나경(.@..)  . . . 무단 전재 및 재배포 금지
노동자 가정에서 백악관까지…미셸 오바마 자서전 돌풍,"[앵커]미국 최초의 흑인 퍼스트레이디 미셸 오바마가 자서전을 냈습니다. 전세계에서 동시 출간됐는데 판매 속도가 예사롭지 않습니다. 미셸은 솔직한 자신의 이야기를 풀어내서 공감을 끌어냈습니다.권근영 기자입니다. [기자][미셸 오바마 (시카고 북 투어 / 14일) : 백악관이 그립지 않아요. 그 집에서 중요한 것을 가지고 나왔기 때문이죠. 바로 가족 가치 우정입니다.]버락 오바마 미국 전 대통령의 부인 미셸의 자서전은 출간 첫 날 미국과 캐나다에서만 72만 권 넘게 팔렸습니다.국내에서도 이미 초판 3만 권이 동이 났습니다.책 제목은 '비커밍'[미셸 오바마 : 54세지만 난 아직 다 이루지 않았습니다. 여전히 무언가가 되고 있습니다.]시카고의 가난한 노동자 가정에서 백악관까지 이어진 삶.인공수정으로 두 딸을 낳으며 일과 가정의 균형을 아슬아슬하게 잡아 나가던 시절도 털어놓았습니다.동시에 소외된 약자들의 꿈을 이야기합니다.어린이들의 식생활 개선 캠페인을 위해 백악관에서 직접 텃밭을 가꿨던 퍼스트레이디.때로는 정치인 못지 않은 연설로 대중을 잡아 끌기도 했습니다.[미셸 오바마 (민주당 전당대회 / 2016년) : 저들이 수준 낮게 굴어도 우리는 품위 있게 갑시다.]자서전은 불안하고 불편한 시대적 정서와 맞닿으면서 트럼프 대통령을 향한 비판으로 이어집니다.미셸은 책에서 ""공직에 나설 생각이 없다""고 선을 그었지만 소셜미디어에서는 2020년 대선 주자로 지지한다는 움직임이 일고 있습니다.(영상디자인 : 배장근)권근영(@..) [영상취재: 이경 / 영상편집: 김지우]  . . . 무단 전재 및 재배포 금지"
부인-두 딸 살해 잔혹극…미 가석방 없는 종신형 선고,"[앵커]미국에서 임신한 부인과 두 딸을 무참히 살해한 남성에게 가석방 없는 종신형이 선고됐습니다. 현지 언론은 새로 만난 여성과 새출발 하려고 이런 끔찍한 일을 저지른 것이라고 전했습니다.부소현 특파원입니다. [기자]제발 가족이 돌아오기를 바란다며 텔레비전 인터뷰까지 한 이 남성은 가족을 살해한 범인이었습니다.[크리스 와츠/일가족 살해 남성 (덴버 방송) : 누군가 그들(아내와 두 딸)을 데리고 있다면 제발 돌아올 수 있도록 해주세요. 전 가족을 꼭 다시 봐야 합니다.]와츠는 지난 8월 임신 15주 부인과 3살 4살 딸을 살해한 혐의로 체포됐습니다.부인과 두 딸의 사체는 와츠가 일하는 회사 오일탱크 등에 버려진 채 발견됐습니다.법원은 현지시간 19일 가석방 없는 종신형을 선고했습니다.사건 초기부터 남편은 유력한 용의선상에 올랐습니다.무덤덤한 표정의 인터뷰를 수상하게 여긴 수사 당국은 와츠의 직장을 수색해 사체를 찾아 냈습니다.인터뷰를 본 와츠의 여자친구의 제보도 결정적이었습니다.이혼 절차를 마무리하고 자신과 새출발을 약속했었다는 것입니다.판사는 자신이 맡았던 사건 중 가장 비인간적이라고 말했습니다.아이들의 외할머니는 고개 숙인 와츠에게 ""사랑하는 이들의 생명을 앗아갈 권리를 누가 줬느냐""고 물었습니다.[샌드라 주세크/숨진 부인의 어머니 : 난 당신의 죽음을 원하지 않습니다. 그건 나의 권한이 아닙니다.]부소현(.@..) [영상편집: 박인서]  . . . 무단 전재 및 재배포 금지"
방문진료-집에서 요양…'노인 돌봄' 국가 정책으로 확대,[앵커]슈퍼마켓에서 물건을 사고 카페에서 담소를 나누며 차도 한 잔 합니다. 네덜란드의 작은 마을 호헤베이크의 풍경인데요. 평범해 보이지만 실은 치매환자를 비롯해 돌봄이 필요한 노인들과 의료진들이 함께 사는 '공동체 마을'입니다. 요양시설이나 병원이 아닌 '일상'에서 치료가 더해진 '호헤베이크' 마을이 고령화 사회의 좋은 모델이 되고 있지만 아직 우리에게는 먼 나라 얘기지요. 그런데 우리나라에서도 '지역사회'와 '가정'에서 노인들을 돌보는 복지를 본격적으로 시작하기로 했습니다.이상화 기자입니다. [기자]주민센터에 소속된 간호사 김은순 씨는 매일 검진 가방을 챙겨 사무실을 나섭니다.동네에는 모르는 사람이 없습니다.[(허리 많이 아프셔서) 허리는 안 아픈데 다리가 아파서 요샌 (조심해서 가세요.)]3년째 노인 500여 명씩 집을 찾아가며 건강관리를 해왔기 때문입니다.[김은순/간호사 : 마그네슘 이거 처방받으셨어요? (아니 내가 사가지고) 그래도 병원 갈 때 의사선생님께 한번 말씀드리세요.]고령화가 급격히 진전되면서 요양시설에서 생활하는 노인이 50만 명을 넘어섰습니다.본인도 가족도 원하지 않지만 간병인이 없거나 집이 마땅치 않아 입원을 결정하는 경우가 많습니다.앞으로는 노인들이 마지막까지 살던 곳에서 지내고 가까운 곳에서 돌봄을 받을 수 있도록 노인복지 정책을 전환하기로 했습니다.핵심은 안심하고 생활할 집을 주고 방문의료 가정요양서비스를 제공하는 것입니다.성남의 한 복지관 옆 돌봄 주택이 좋은 사례입니다.[황순자 : 모르는 것 있으면 사무실 쫓아가서 이거 어떡하느냐 그러면 다 잘 가르쳐주고…]집 안에는 턱이 없고 곳곳이 손잡입니다.움직임 센서도 달렸습니다.이처럼 지자체 차원에서 운영하던 것을 국가 정책으로 전면 확대하겠다는 것입니다.복지부는 2022년까지 4만호의 돌봄안심주택을 짓고 돌봄 인력도 15만 명 늘릴 계획입니다.(영상디자인 : 배장근)이상화(9989@..) [영상취재: 장후원정철원 / 영상편집: 김동훈]  . . . 무단 전재 및 재배포 금지
아파트 전셋값 14년 만에 하락…'깡통 전세' 우려도,[앵커]전국 아파트 전셋값이 14년 만에 떨어졌습니다. 하락세는 지방에서 시작해서 수도권을 거쳐 이제 서울로까지 번지는 모양새입니다. 전세금을 돌려받지 못할까 걱정에 보증상품에 가입하는 세입자도 크게 늘고 있습니다.송승환 기자입니다. [기자]경기도 안산시의 이 아파트 단지는 올 들어 전셋값이 5000만 원 넘게 내렸습니다.새 아파트 단지들이 잇달아 들어서면서 매물은 늘었지만 전세 수요자는 많지 않기 때문입니다.[이성란/공인중개사 (경기 안산시 선부동) : 현장에서 체감하는 건 20~30% 이상. 24평형이 2억6000만원에서 2억7000만원 하던 게 지금은 1억9000만에서 2억1000만원.]올 들어 10월까지 전국 아파트 평균 전셋값은 2.46% 하락했습니다.아파트 전셋값이 내려간 것은 2004년 이후 14년 만에 처음입니다.지역별로는 조선업 구조조정으로 경기가 가라앉은 경남 거제시가 가장 많이 빠졌습니다.수도권에서는 대규모 입주 물량이 풀리면서 경기도 안산과 안성이 10% 넘게 떨어졌고 서울도 0.1% 내렸습니다.전셋값이 하락하자 임차인이 집주인으로부터 보증금을 제 때 돌려받지 못하는 사례도 나오고 있습니다.[공인중개사/경기 안산시 선부동 : 지금 못 돌려주는 형편이에요. 전부 돈이 없으니까. 팔려고 해도 팔리지도 않으니까.]최근 집 값 하락세에 '깡통전세'에 대한 우려도 커지면서 올해 전세보증금 반환보증에 가입한 세입자는 지난해보다 2배 가량으로 늘었습니다.전문가들은 서울까지 번진 전셋값 하락세가 앞으로 매매가격까지 함께 끌어내릴 가능성이 크다고 보고 있습니다.(영상디자인 : 조승우·조영익)송승환(.@..) [영상편집: 김범준]  . . . 무단 전재 및 재배포 금지
